,B1_x_mean,B1_x_std,B1_x_skew,B1_x_kurtosis,B1_x_entropy,B1_x_rms,B1_x_max,B1_x_p2p,B1_x_crest,B1_x_clearence,B1_x_shape,B1_x_impulse,B1_y_mean,B1_y_std,B1_y_skew,B1_y_kurtosis,B1_y_entropy,B1_y_rms,B1_y_max,B1_y_p2p,B1_y_crest,B1_y_clearence,B1_y_shape,B1_y_impulse,B2_x_mean,B2_x_std,B2_x_skew,B2_x_kurtosis,B2_x_entropy,B2_x_rms,B2_x_max,B2_x_p2p,B2_x_crest,B2_x_clearence,B2_x_shape,B2_x_impulse,B2_y_mean,B2_y_std,B2_y_skew,B2_y_kurtosis,B2_y_entropy,B2_y_rms,B2_y_max,B2_y_p2p,B2_y_crest,B2_y_clearence,B2_y_shape,B2_y_impulse,B3_x_mean,B3_x_std,B3_x_skew,B3_x_kurtosis,B3_x_entropy,B3_x_rms,B3_x_max,B3_x_p2p,B3_x_crest,B3_x_clearence,B3_x_shape,B3_x_impulse,B3_y_mean,B3_y_std,B3_y_skew,B3_y_kurtosis,B3_y_entropy,B3_y_rms,B3_y_max,B3_y_p2p,B3_y_crest,B3_y_clearence,B3_y_shape,B3_y_impulse,B4_x_mean,B4_x_std,B4_x_skew,B4_x_kurtosis,B4_x_entropy,B4_x_rms,B4_x_max,B4_x_p2p,B4_x_crest,B4_x_clearence,B4_x_shape,B4_x_impulse,B4_y_mean,B4_y_std,B4_y_skew,B4_y_kurtosis,B4_y_entropy,B4_y_rms,B4_y_max,B4_y_p2p,B4_y_crest,B4_y_clearence,B4_y_shape,B4_y_impulse
10/22/2003 12:54,0.10468309,0.081041068,-0.06692394,0.684384124,4.904668452,0.1251377,0.557,0.845,4.451096671,0.091625282,1.195395551,5.320821157,0.1018643,0.071281853,0.059840348,1.128781579,4.77219027,0.119296563,0.513,0.855,4.300207694,0.090636217,1.171132216,5.036111768,0.107250549,0.089326191,-0.078408562,0.042754466,5.006649583,0.13026004,0.598,0.954,4.590816955,0.092400119,1.214539606,5.575729016,0.102198887,0.076580805,-0.043324668,0.154991099,4.853877309,0.12159435,0.442,0.689,3.635037307,0.089541042,1.189781556,4.324900343,0.107750574,0.091100647,0.021095464,0.257025197,5.02583969,0.130510281,0.464,0.855,3.555275455,0.093125685,1.21122586,4.306241571,0.109322037,0.093002933,-0.032144491,0.471072502,5.045381304,0.132559337,0.664,0.959,5.009077571,0.094549329,1.212558237,6.073798266,0.116614581,0.058682752,0.016761718,0.756824813,4.584117129,0.129159471,0.388,0.615,3.004038317,0.108591183,1.107575658,3.327199715,0.097865081,0.065276451,-0.049575003,1.322674721,4.681452621,0.113589759,0.466,0.771,4.102482509,0.087860051,1.160677104,4.761657517
10/22/2003 12:59,0.104156697,0.080855188,-0.066746578,0.733323288,4.900905714,0.124813134,0.557,0.913,4.462671358,0.090862595,1.198320779,5.347711818,0.101690903,0.070562873,0.105479687,1.142594743,4.762551741,0.118838476,0.491,0.928,4.131658497,0.090525336,1.168624457,4.82835717,0.107352507,0.090111983,-0.078923706,0.03137038,5.0153465,0.130680185,0.535,0.794,4.093964213,0.092242125,1.217299791,4.983581779,0.103114361,0.076732068,0.00315847,0.248339599,4.855442539,0.122314859,0.581,0.886,4.750036123,0.090521192,1.18620586,5.634520682,0.108464085,0.092795322,0.029295287,0.392769941,5.043056087,0.131423634,0.588,0.966,4.474081134,0.093885349,1.211678811,5.421149306,0.110413399,0.094992303,0.007687255,0.583032197,5.064736094,0.133864681,0.64,0.962,4.780947397,0.095604542,1.212395257,5.796397949,0.083205283,0.059238513,0.08127087,0.808417788,4.592037901,0.097499458,0.391,0.652,4.010278707,0.073964596,1.171794072,4.699220815,0.098032619,0.066304506,0.015643371,1.521329338,4.693347143,0.113845443,0.54,0.887,4.74327284,0.088011803,1.161301666,5.50837065
10/22/2003 13:04,0.103922359,0.079933503,-0.052740857,0.74739838,4.890021443,0.124138512,0.552,0.906,4.446645874,0.090880579,1.194531303,5.31165769,0.101281996,0.069971481,0.058320581,1.4440842,4.745897069,0.118340176,0.535,1.026,4.520865351,0.090341394,1.168422624,5.282281354,0.107172176,0.088621592,-0.057963932,0.166474795,4.998729795,0.129746756,0.598,0.862,4.608978436,0.092645982,1.210638435,5.579806441,0.102665023,0.075802607,-0.035439149,0.370258997,4.843490968,0.121766668,0.579,0.826,4.754995833,0.090138282,1.186057968,5.639700696,0.107416768,0.09067847,0.049549926,0.405409127,5.020002392,0.129754406,0.544,0.971,4.19253586,0.093147213,1.207952985,5.064386204,0.108679965,0.094036036,-0.07686358,0.806915611,4.973259625,0.13230856,0.784,1.138,5.925542542,0.094028176,1.217414452,7.213841126,0.095386152,0.059241737,0.032425933,0.788840603,4.593214285,0.109273811,0.405,0.652,3.706286032,0.086372963,1.145594085,4.245899357,0.097881195,0.065573646,0.051778894,1.415230173,4.685035474,0.113567194,0.442,0.855,3.891969015,0.087912207,1.160255487,4.515678403
10/22/2003 13:09,0.104247034,0.079994519,-0.028546896,1.072355141,4.865521784,0.12445108,0.623,1.043,5.005983085,0.09127886,1.193809315,5.976189238,0.101255237,0.070291636,0.0974101,1.368183307,4.755367542,0.118422042,0.483,0.888,4.078632586,0.090143695,1.169539923,4.77012364,0.10707139,0.088411247,-0.072965958,0.053440353,4.994490416,0.129986648,0.583,0.888,4.485076032,0.09220112,1.214018496,5.44496526,0.102823575,0.076182557,-0.026722598,0.164975673,4.848452156,0.122046079,0.54,0.76,4.424558356,0.090222482,1.186946465,5.2517139,0.108617804,0.092109569,0.005228708,0.484231746,4.979297328,0.131617179,0.652,1.052,4.953760622,0.093959965,1.21174591,6.002699174,0.11053152,0.095075859,0.008819899,0.716111345,5.045947522,0.134227972,0.583,1.013,4.343356989,0.095677791,1.214386374,5.274513546,0.094652669,0.058209668,0.012289784,0.676021438,4.576591707,0.108384454,0.374,0.599,3.450679385,0.085658119,1.14507552,3.951288491,0.098784462,0.06623691,-0.039862757,1.175656129,4.698298845,0.114711078,0.525,0.842,4.576715771,0.088621197,1.161225921,5.314600988
10/22/2003 13:14,0.104327555,0.080060473,-0.087235154,0.829217885,4.89209023,0.124674602,0.688,0.971,5.518365329,0.091233928,1.195030419,6.59461443,0.101218468,0.070520037,0.067961536,1.10878177,4.762345211,0.11853573,0.552,0.984,4.656823738,0.089903362,1.171087969,5.453550252,0.106929879,0.089012518,-0.064838552,0.07360907,5.001679912,0.129892823,0.569,0.967,4.380534546,0.09201324,1.214747684,5.321244195,0.101885199,0.075141924,-0.023895967,0.155360559,4.835404252,0.120884898,0.513,0.74,4.243706282,0.089344184,1.186481436,5.035078722,0.108061868,0.092376261,0.004219866,0.361230406,5.037995635,0.131087378,0.576,0.952,4.394015716,0.093353018,1.213077104,5.33027986,0.109335807,0.095124437,0.005393315,0.534084085,5.064939128,0.132793892,0.562,0.914,4.232122371,0.094551321,1.214550794,5.140127588,0.095083305,0.058680475,0.028430965,0.96949688,4.581126101,0.108964804,0.408,0.718,3.744328318,0.086048799,1.14599302,4.290974116,0.097945847,0.065407826,0.00102693,1.415256065,4.681344657,0.113522217,0.454,0.791,3.999217189,0.088092577,1.159030425,4.635214397
10/22/2003 13:19,0.107217833,0.085810508,-0.002193676,0.753582163,4.960590191,0.128546806,0.588,0.966,4.574209318,0.093528038,1.198931213,5.484162327,0.103848625,0.078179968,0.07694632,1.081416673,4.82158771,0.123166433,0.598,1.059,4.855218939,0.091423664,1.186018909,5.758381467,0.107305288,0.089697529,-0.104189266,0.272273007,5.01122795,0.130421869,0.632,0.861,4.845813076,0.092414843,1.215428162,5.88973768,0.10218873,0.076045796,-0.097235341,0.389446963,4.844249618,0.121725855,0.598,0.864,4.912678588,0.089452921,1.191186688,5.851917334,0.107862884,0.092107096,0.048359731,0.411075914,5.034363295,0.130397043,0.547,0.974,4.194880399,0.093582364,1.208914858,5.071253244,0.108227843,0.095269194,0.011713948,0.712124266,4.945897336,0.131858263,0.708,1.191,5.369401844,0.093359823,1.218339561,6.541754685,0.095793252,0.058964873,-0.048061267,0.781114132,4.588374002,0.109816425,0.417,0.661,3.797246185,0.086765466,1.14638999,4.353125016,0.09825426,0.06579834,0.051875516,1.727552229,4.685516956,0.113877146,0.574,1.004,5.040519707,0.088347989,1.159004665,5.841985857
10/22/2003 13:24,0.105689243,0.082832118,-0.031332915,1.000497269,4.891291234,0.126620596,0.613,1.05,4.841234503,0.092221922,1.198046208,5.800022639,0.101321207,0.070780319,0.077883338,1.129370112,4.766860342,0.118525324,0.515,0.979,4.345063005,0.090227492,1.169797788,5.08284509,0.108413936,0.090347854,-0.055219953,0.091213089,5.018641266,0.131471427,0.581,0.845,4.419211192,0.093552533,1.212680133,5.359089617,0.102703892,0.076128844,-0.058777124,0.252650473,4.847455402,0.121950254,0.562,0.779,4.608436479,0.090202863,1.187396622,5.472041908,0.108117633,0.091625878,0.03246992,0.323090551,5.029992408,0.13061892,0.54,0.938,4.134163719,0.093719374,1.208118572,4.994559967,0.110393916,0.09541324,0.060939157,0.661495087,5.054828635,0.133680238,0.649,1.054,4.854868676,0.095701818,1.210938457,5.878947185,0.096548415,0.059541287,-0.013193982,0.786764325,4.596460935,0.110686688,0.376,0.623,3.396975796,0.087341453,1.146437127,3.89441917,0.09734489,0.06573228,0.052067003,1.346944789,4.687257762,0.112942825,0.449,0.749,3.975462802,0.087507649,1.160233734,4.612466053
10/22/2003 13:29,0.10617955,0.083970802,-0.009801547,1.028037765,4.934203014,0.127336101,0.518,0.887,4.067974423,0.092713272,1.199252594,4.878528879,0.102661751,0.072688303,0.157946727,1.970648055,4.764869915,0.120347621,0.532,1.018,4.420527764,0.09135918,1.172273215,5.182066295,0.108588359,0.090993904,-0.073038146,0.399356037,4.931815674,0.131732269,0.808,1.15,6.133652805,0.093711682,1.213134357,7.440944949,0.102966063,0.076566953,-0.07226281,0.466855219,4.850934024,0.122421822,0.615,0.918,5.023614157,0.090355928,1.188953127,5.972841763,0.108611895,0.092301384,0.022667776,0.356124138,5.037638346,0.131445779,0.54,0.855,4.108157794,0.094045036,1.210233727,4.971831119,0.109641486,0.094826649,0.009673147,0.516989432,5.061985901,0.133207711,0.51,0.876,3.828607202,0.094747564,1.214938934,4.651523951,0.097696274,0.060445956,-0.049781572,0.921222889,4.609514411,0.112086762,0.415,0.727,3.702488964,0.088465691,1.147298227,4.247859023,0.098271205,0.066861458,-0.005381616,1.754671376,4.697854064,0.114264606,0.522,0.837,4.568343773,0.088187652,1.162747583,5.311830682
10/22/2003 13:34,0.104756482,0.083148403,-0.068065624,0.937531699,4.927003533,0.125919365,0.645,0.975,5.1223257,0.091303391,1.202019793,6.157136877,0.101475365,0.07166235,0.045848584,1.304454102,4.777319356,0.119052061,0.513,0.996,4.309039234,0.09012823,1.173211455,5.055414188,0.108225499,0.090078122,-0.05284253,-0.020585278,5.015553239,0.131244414,0.557,0.806,4.243990143,0.093285755,1.212694005,5.146661403,0.103581132,0.077693322,-0.043555159,0.164772776,4.867768347,0.123333545,0.464,0.72,3.762155716,0.090624876,1.190695085,4.479580321,0.107882416,0.092625161,-0.028231941,0.279243143,5.042727568,0.131075036,0.542,0.857,4.135036067,0.093191813,1.214980535,5.023988333,0.110082035,0.096082766,0.007487672,0.52968923,5.075324412,0.13375838,0.598,0.959,4.470747933,0.095213185,1.215079095,5.432312353,0.095908199,0.060046402,0.000539545,0.81929996,4.605035907,0.110157185,0.449,0.708,4.075993773,0.086650336,1.148569012,4.681560141,0.098138434,0.066432338,0.005342786,1.324884568,4.697156551,0.114071563,0.515,0.862,4.514709759,0.088009571,1.162353607,5.247689171
10/22/2003 13:39,0.105317496,0.08215375,-0.103082056,0.824928299,4.916248503,0.126362301,0.601,0.892,4.75616536,0.09174747,1.199822499,5.70655421,0.102173153,0.071756042,0.117255815,1.407252887,4.77664628,0.11959428,0.488,0.962,4.080462707,0.090894378,1.170505917,4.776205742,0.107495337,0.090007682,-0.086171896,0.068798895,5.015577837,0.130588015,0.51,0.783,3.905412001,0.092696122,1.214824929,4.744391857,0.102545632,0.077130365,-0.079673462,0.146565566,4.861085032,0.12232606,0.466,0.737,3.809490802,0.08958575,1.192893908,4.544318372,0.1082714,0.093169763,-0.00851894,0.268680148,5.047812569,0.131550374,0.493,0.827,3.747613817,0.093407967,1.215005756,4.55337236,0.109962059,0.095588179,0.041409046,0.489582711,5.071185133,0.133300566,0.566,0.959,4.246043495,0.095156371,1.212241452,5.147229933,0.048434006,0.060189692,-0.026724715,0.653678195,4.607542719,0.062243474,0.312,0.583,5.012573653,0.040238447,1.285119282,6.441755051,0.097435715,0.06540817,-0.009875757,1.14711112,4.685400609,0.113229855,0.508,0.855,4.48644927,0.087315342,1.16209806,5.213693992
10/22/2003 13:44,0.105491821,0.083115203,-0.065180492,1.054882889,4.925837323,0.126442977,0.615,0.945,4.863852585,0.092182968,1.198604554,5.829835857,0.101240832,0.071252132,0.22095954,2.173286764,4.720965031,0.118516214,0.574,1.04,4.843219183,0.09014036,1.170636504,5.669649175,0.108459886,0.09020118,-0.104741747,0.231605156,5.012905611,0.131714343,0.667,0.948,5.063989114,0.093550602,1.214406066,6.149739099,0.103391767,0.076625353,-0.055251533,0.297806497,4.852865803,0.122954784,0.461,0.734,3.749345789,0.090497885,1.189212516,4.458768939,0.108148298,0.092897866,0.040515725,0.367097357,5.045244767,0.131104689,0.557,0.899,4.248513181,0.093499608,1.212267704,5.150335317,0.10925304,0.094845818,0.036126282,0.625882045,4.93990172,0.132456368,0.74,1.177,5.586745378,0.094610289,1.212381532,6.773266923,0.096903853,0.060679962,0.062513572,0.837811875,4.614549984,0.110894974,0.378,0.586,3.408630579,0.087905951,1.144381478,3.900773698,0.097939255,0.066177209,0.008587615,1.337174657,4.693788831,0.113699552,0.53,0.801,4.661407982,0.088005992,1.160919106,5.411517586
10/22/2003 13:49,0.10625343,0.084095309,-0.024704093,0.857908937,4.938846044,0.127221388,0.574,0.933,4.511819972,0.0928717,1.197339114,5.402178529,0.102845744,0.073835792,0.120818821,1.389555378,4.80608542,0.120873848,0.515,1.023,4.260640385,0.09125526,1.175292659,5.007499366,0.108105669,0.091056555,-0.059957178,0.062924871,5.024772003,0.131353405,0.593,0.952,4.514538486,0.093173054,1.215046403,5.485373748,0.102622784,0.077599154,-0.061287839,0.318910408,4.86475789,0.122410787,0.508,0.769,4.149961075,0.089721325,1.1928227,4.950167776,0.107462278,0.091310471,-0.003724301,0.337660265,5.02864793,0.130325558,0.559,0.908,4.28925845,0.092820777,1.212756324,5.201825312,0.109456858,0.096093853,-0.009271286,0.577430786,5.076114749,0.133370098,0.603,0.947,4.521253345,0.094310231,1.218471823,5.509019806,0.096390888,0.061459859,0.017082486,1.110035075,4.624379322,0.110813038,0.435,0.679,3.925530852,0.087096983,1.149621506,4.512874692,0.098741198,0.065572858,0.047961297,1.396555392,4.683027814,0.114149647,0.527,0.837,4.61674664,0.088940503,1.156048834,5.33718457
